utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
354,,,,,00:00:00,MOT,yeah shoes .,yeah shoe .,co n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
355,,,,,00:00:00,MOT,can you say shoes .,can you say shoe .,mod pro_per v n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
356,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
357,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
358,,,,,00:00:00,MOT,Alice what's that ?,Alice what be that ?,n_prop pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
359,,,,,00:00:00,MOT,you're gonna fall on your head .,you be go to fall on your head .,pro_per aux part inf v prep det_poss n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
360,,,,,00:00:00,CHI,,,,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
361,,,,,00:00:00,MOT,baby .,baby .,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
362,,,,,00:00:00,MOT,baby !,baby !,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
363,,,,,00:00:00,MOT,what's in here ?,what be in here ?,pro_int cop prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
364,,,,,00:00:00,MOT,what what what ?,what what what ?,pro_int pro_int pro_int,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
365,,,,,00:00:00,MOT,Alice shoe !,Alice shoe !,n_prop n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
366,,,,,00:00:00,MOT,there's something else though .,there be something else though .,pro_exist cop pro_indef post adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
367,,,,,00:00:00,MOT,I don't know if you saw it .,I do not know if you saw it .,pro_sub mod neg v comp pro_per v pro_per,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
368,,,,,00:00:00,MOT,come here .,come here .,v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
369,,,,,00:00:00,MOT,what is that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
370,,,,,00:00:00,MOT,you're so crazy .,you be so craze .,pro_per cop adv adj,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
371,,,,,00:00:00,MOT,get back in here .,get back in here .,v adv prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
372,,,,,00:00:00,MOT,what is that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
373,,,,,00:00:00,MOT,is this a ball ?,be this a ball ?,cop pro_dem det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
374,,,,,00:00:00,MOT,,,,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
375,,,,,00:00:00,MOT,ya want me t leave you alone ?,you want me to leave you alone ?,pro_per v pro_obj inf v pro_per adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
376,,,,,00:00:00,MOT,am I being mean to you ?,be I be mean to you ?,aux pro_sub part adj prep pro_per,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
377,,,,,00:00:00,MOT,get the doggie .,get the dog .,v det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
378,,,,,00:00:00,MOT,you get the doggie .,you get the dog .,pro_per v det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
379,,,,,00:00:00,MOT,woa !,woa !,on,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
380,,,,,00:00:00,MOT,Alice !,Alice !,n_prop,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
381,,,,,00:00:00,MOT,look at that !,look at that !,v prep pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
382,,,,,00:00:00,MOT,woa !,woa !,on,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
383,,,,,00:00:00,MOT,come ere .,come here .,v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
384,,,,,00:00:00,MOT,that's why we had you restrained .,that be why we have you restrain .,pro_dem cop pro_int pro_sub v pro_per v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
385,,,,,00:00:00,MOT,I knew there was a reason .,I know there be a reason .,pro_sub v adv cop det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
386,,,,,00:00:00,MOT,come ere .,come here .,v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
387,,,,,00:00:00,MOT,wha s ?,what be ?,pro_int cop,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
388,,,,,00:00:00,MOT,what's that a doggie ?,what be that a dog ?,pro_int cop comp det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
389,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
390,,,,,00:00:00,MOT,look .,look .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
391,,,,,00:00:00,MOT,what is it ?,what be it ?,pro_int cop pro_per,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
392,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
393,,,,,00:00:00,MOT,look .,look .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
394,,,,,00:00:00,MOT,what is it ?,what be it ?,pro_int cop pro_per,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
395,,,,,00:00:00,MOT,what is that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
396,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
397,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
398,,,,,00:00:00,MOT,s that a duck ?,be that a duck ?,cop comp det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
399,,,,,00:00:00,MOT,yeah ?,yeah ?,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
400,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
401,,,,,00:00:00,MOT,I'm gonna say what's that ?,I be go to say what be that ?,pro_sub aux part inf v pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
402,,,,,00:00:00,MOT,doggie ?,dog ?,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
403,,,,,00:00:00,MOT,what does that doggie say ?,what do that dog say ?,pro_int mod pro_dem n co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
404,,,,,00:00:00,MOT,forget it huh ?,forget it huh ?,v pro_per co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
405,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
406,,,,,00:00:00,MOT,balloon .,balloon .,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
407,,,,,00:00:00,MOT,balloon ?,balloon ?,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
408,,,,,00:00:00,MOT,balloon ?,balloon ?,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
409,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
